X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8841975.722,5409692.085,2944,GO-20161284092,2016/07/22 04:00:00+00,2016,July,Friday,0,Night,D14,0,2,85,South Parkdale (85),-79.42881933,43.63865271,2672
-8843070.299,5417816.533,2945,GO-20161284194,2016/07/22 04:00:00+00,2016,July,Friday,1,Night,D13,0,0,107,Oakwood Village (107),-79.43865208,43.69144788,2673
-8849845.526,5414039.129,2946,GO-20161284241,2016/07/22 04:00:00+00,2016,July,Friday,1,Night,D12,0,0,111,Rockcliffe-Smythe (111),-79.49951498,43.66690692,2674
-8843793.066,5422091.958,2947,GO-20161284252,2016/07/22 04:00:00+00,2016,July,Friday,1,Night,D32,0,0,31,Yorkdale-Glen Park (31),-79.44514481,43.71921226,2675
-8843554.982,5412856.684,2948,GO-20161291790,2016/07/23 04:00:00+00,2016,July,Saturday,3,Night,D11,0,1,93,Dovercourt-Wallace Emerson-Junction (93),-79.44300606,43.65922277,2676
-8858612.56,5424601.977,2949,GO-20161294551,2016/07/23 04:00:00+00,2016,July,Saturday,15,Afternoon,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.57827059,43.7355062,2677
-8842832.583,5408814.569,2950,GO-20161296307,2016/07/23 04:00:00+00,2016,July,Saturday,21,Evening,D14,0,0,85,South Parkdale (85),-79.43651664,43.63294756,2678
-8842912.866,5409968.678,2951,GO-20161291046,2016/07/23 04:00:00+00,2016,July,Saturday,0,Night,D14,0,0,85,South Parkdale (85),-79.43723784,43.64045086,2679
-8838025.507,5414752.909,2952,GO-20161298106,2016/07/24 04:00:00+00,2016,July,Sunday,4,Night,D53,0,0,95,Annex (95),-79.39333394,43.67154496,2680
-8844448.234,5411670.976,2953,GO-20161298240,2016/07/24 04:00:00+00,2016,July,Sunday,5,Night,D11,0,1,87,High Park-Swansea (87),-79.45103028,43.65151643,2681
-8828032.816,5417493.85,2954,GO-20161300897,2016/07/24 04:00:00+00,2016,July,Sunday,16,Afternoon,D55,0,0,62,East End-Danforth (62),-79.30356807,43.68935187,2682
-8844278.872,5415887.123,2955,GO-20161309964,2016/07/26 04:00:00+00,2016,July,Tuesday,2,Night,D13,0,0,92,Corso Italia-Davenport (92),-79.44950888,43.67891418,2683
-8840302.795,5430376.92,2956,GO-20161309969,2016/07/26 04:00:00+00,2016,July,Tuesday,2,Night,D32,0,1,37,Willowdale West (37),-79.41379117,43.77297776,2684
-8849929.272,5420424.34,2957,GO-20161329510,2016/07/28 04:00:00+00,2016,July,Thursday,23,Evening,D12,0,0,28,Rustic (28),-79.50026728,43.70838437,2685
-8857587.704,5428230.982,2958,GO-20161331041,2016/07/28 04:00:00+00,2016,July,Thursday,19,Evening,D31,0,0,21,Humber Summit (21),-79.56906415,43.75905627,2686
-8822964.099,5427293.482,2959,GO-20161329227,2016/07/28 04:00:00+00,2016,July,Thursday,22,Evening,D41,1,0,127,Bendale (127),-79.25803501,43.75297334,2687
-8843526.879,5418717.957,2960,GO-20161327479,2016/07/28 04:00:00+00,2016,July,Thursday,16,Afternoon,D13,0,0,107,Oakwood Village (107),-79.44275361,43.69730275,2688
-8823041.91,5424684.753,2961,GO-20161322631,2016/07/28 04:00:00+00,2016,July,Thursday,0,Night,D41,0,1,138,Eglinton East (138),-79.258734,43.73604347,2689
-8853915.879,5420831.816,2962,GO-20161382402,2016/07/30 04:00:00+00,2016,July,Saturday,9,Morning,D12,0,0,23,Pelmo Park-Humberlea (23),-79.53607958,43.7110303,2690
-8853106.519,5407792.835,2963,GO-20161341405,2016/07/30 04:00:00+00,2016,July,Saturday,21,Evening,D22,0,1,14,Islington-City Centre West (14),-79.52880898,43.6263041,2691
-8841091.413,5413441.836,2964,GO-20161337705,2016/07/30 04:00:00+00,2016,July,Saturday,9,Morning,D14,0,2,80,Palmerston-Little Italy (80),-79.42087545,43.66302552,2692
-8836611.816,5412326.046,2965,GO-20161342647,2016/07/31 04:00:00+00,2016,July,Sunday,1,Night,D52,0,2,76,Bay Street Corridor (76),-79.38063454,43.65577409,2693
-8853047.771,5419833.517,2966,GO-20161344920,2016/07/31 04:00:00+00,2016,July,Sunday,4,Night,D12,0,0,113,Weston (113),-79.52828124,43.70454767,2694
-8825489.095,5418313.664,2967,GO-20161346051,2016/07/31 04:00:00+00,2016,July,Sunday,16,Afternoon,D41,0,1,121,Oakridge (121),-79.28071744,43.69467688,2695
-8820394.722,5430802.804,2968,GO-20161352573,2016/07/31 04:00:00+00,2016,July,Sunday,1,Night,D43,0,0,137,Woburn (137),-79.23495391,43.77574024,2696
-8839622.869,5412434.888,2969,GO-20161348960,2016/08/01 04:00:00+00,2016,August,Monday,3,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.40768329,43.65648148,2697
-8829777.233,5425476.53,2970,GO-20161349384,2016/08/01 04:00:00+00,2016,August,Monday,5,Night,D33,0,1,43,Victoria Village (43),-79.31923844,43.74118237,2698
-8817895.779,5436407.377,2971,GO-20161353686,2016/08/01 04:00:00+00,2016,August,Monday,23,Evening,D42,0,1,132,Malvern (132),-79.21250552,43.81208221,2699
-8846694.098,5417170.973,2972,GO-20161360728,2016/08/03 04:00:00+00,2016,August,Wednesday,0,Night,D12,0,0,110,Keelesdale-Eglinton West (110),-79.47120522,43.68725453,2700
-8851842.515,5417998.121,2973,GO-20161361215,2016/08/03 04:00:00+00,2016,August,Wednesday,3,Night,D23,0,1,8,Humber Heights-Westmount (8),-79.51745424,43.69262736,2701
-8857316.577,5427013.655,2974,GO-20161367500,2016/08/04 04:00:00+00,2016,August,Thursday,0,Night,D31,0,0,21,Humber Summit (21),-79.56662857,43.75115758,2702
-8843553.179,5412299.856,2975,GO-20161368318,2016/08/04 04:00:00+00,2016,August,Thursday,6,Morning,D11,0,0,83,Dufferin Grove (83),-79.44298987,43.65560387,2703
-8820170.283,5431389.105,2976,GO-20161367728,2016/08/04 04:00:00+00,2016,August,Thursday,1,Night,D43,0,0,137,Woburn (137),-79.23293774,43.77954305,2704
-8843310.003,5418002.331,2977,GO-20161379859,2016/08/05 04:00:00+00,2016,August,Friday,21,Evening,D13,0,0,107,Oakwood Village (107),-79.44080538,43.69265471,2705
-8855859.782,5411836.717,2978,GO-20161380591,2016/08/05 04:00:00+00,2016,August,Friday,22,Evening,D22,0,0,14,Islington-City Centre West (14),-79.55354196,43.6525937,2706
-8825524.686,5429270.662,2979,GO-20161380681,2016/08/05 04:00:00+00,2016,August,Friday,23,Evening,D41,0,0,126,Dorset Park (126),-79.28103716,43.76580146,2707
-8827692.818,5425925.962,2980,GO-20161381533,2016/08/06 04:00:00+00,2016,August,Saturday,3,Night,D41,0,0,119,Wexford/Maryvale (119),-79.30051382,43.74409914,2708
-8843526.879,5418717.957,2981,GO-20161381626,2016/08/06 04:00:00+00,2016,August,Saturday,4,Night,D13,0,2,107,Oakwood Village (107),-79.44275361,43.69730275,2709
-8831319.151,5434262.343,2982,GO-20161381713,2016/08/06 04:00:00+00,2016,August,Saturday,5,Night,D42,0,0,117,L'Amoreaux (117),-79.33308972,43.79817569,2710
-8810207.509,5433256.7,2983,GO-20161388575,2016/08/07 04:00:00+00,2016,August,Sunday,8,Morning,D43,0,0,133,Centennial Scarborough (133),-79.14344062,43.79165486,2711
-8827607.703,5421883.539,2984,GO-20161390720,2016/08/07 04:00:00+00,2016,August,Sunday,4,Night,D55,0,0,43,Victoria Village (43),-79.29974922,43.7178591,2712
-8848800.233,5418583.605,2985,GO-20161398858,2016/08/08 04:00:00+00,2016,August,Monday,21,Evening,D12,0,1,30,Brookhaven-Amesbury (30),-79.49012495,43.69643015,2713
-8834811.256,5412939.659,2986,GO-20161393340,2016/08/08 04:00:00+00,2016,August,Monday,2,Night,D51,0,1,72,Regent Park (72),-79.36445984,43.65976202,2714
-8849610.427,5424945.869,2987,GO-20161405748,2016/08/09 04:00:00+00,2016,August,Tuesday,22,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.49740305,43.73773825,2715
-8815752.765,5428870.767,2988,GO-20161406098,2016/08/09 04:00:00+00,2016,August,Tuesday,23,Evening,D43,0,0,136,West Hill (136),-79.1932545,43.76320713,2716
-8849929.272,5420424.34,2989,GO-20161418804,2016/08/11 04:00:00+00,2016,August,Thursday,22,Evening,D12,0,1,28,Rustic (28),-79.50026728,43.70838437,2717
-8846349.435,5409159.396,2990,GO-20161419806,2016/08/12 04:00:00+00,2016,August,Friday,4,Night,D11,0,0,85,South Parkdale (85),-79.46810906,43.63518951,2718
-8850424.679,5421557.48,2991,GO-20161426518,2016/08/13 04:00:00+00,2016,August,Saturday,2,Night,D12,0,1,28,Rustic (28),-79.5047176,43.71574209,2719
-8826058.475,5429100.016,2992,GO-20161426672,2016/08/13 04:00:00+00,2016,August,Saturday,2,Night,D41,0,0,126,Dorset Park (126),-79.28583227,43.7646944,2720
-8831319.151,5434262.343,2993,GO-20161426786,2016/08/13 04:00:00+00,2016,August,Saturday,3,Night,D42,0,0,117,L'Amoreaux (117),-79.33308972,43.79817569,2721
-8851775.64,5427115.205,2994,GO-20161432020,2016/08/13 04:00:00+00,2016,August,Saturday,22,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51685349,43.75181653,2722
-8827537.711,5421654.617,2995,GO-20161437570,2016/08/14 04:00:00+00,2016,August,Sunday,21,Evening,D55,0,0,54,O'Connor-Parkview (54),-79.29912047,43.71637278,2723
-8834426.432,5411089.837,2996,GO-20161438378,2016/08/15 04:00:00+00,2016,August,Monday,0,Night,D51,0,0,77,Waterfront Communities-The Island (77),-79.3610029,43.64773904,2724
-8832993.099,5416921.633,2997,GO-20161439169,2016/08/15 04:00:00+00,2016,August,Monday,6,Morning,D55,0,0,57,Broadview North (57),-79.34812705,43.68563482,2725
-8824611.22,5429198.82,2998,GO-20161444675,2016/08/15 04:00:00+00,2016,August,Monday,23,Evening,D41,0,1,126,Dorset Park (126),-79.27283135,43.76533539,2726
-8850661.463,5425344.398,2999,GO-20161451130,2016/08/16 04:00:00+00,2016,August,Tuesday,22,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50684467,43.74032482,2727
-8859224.476,5426344.548,3000,GO-20161451451,2016/08/17 04:00:00+00,2016,August,Wednesday,0,Night,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58376752,43.7468156,2728
-8836011.865,5410877.871,2312,GO-20141690154,2014/03/12 04:00:00+00,2014,March,Wednesday,11,Morning,D51,0,0,77,Waterfront Communities-The Island (77),-79.37524509,43.64636121,2729
-8838655.884,5411685.204,2811,GO-2016431464,2016/03/12 05:00:00+00,2016,March,Saturday,3,Night,D14,0,0,78,Kensington-Chinatown (78),-79.39899672,43.65160891,2730
-8854585.124,5426966.055,2508,GO-2015492210,2015/03/24 04:00:00+00,2015,March,Tuesday,3,Night,D31,0,1,22,Humbermede (22),-79.54209151,43.7508487,2731
-8828657.238,5416928.054,2313,GO-20141731923,2014/03/19 04:00:00+00,2014,March,Wednesday,20,Evening,D55,2,0,62,East End-Danforth (62),-79.30917735,43.68567653,2732
-8859515.035,5424140.198,2509,GO-2015531511,2015/03/30 04:00:00+00,2015,March,Monday,23,Evening,D23,1,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,2733
-8830757.525,5421537.679,2314,GO-20141743707,2014/03/21 04:00:00+00,2014,March,Friday,18,Evening,D55,0,0,44,Flemingdon Park (44),-79.32804455,43.71561353,2734
-8846600.252,5417782.348,2510,GO-2015543729,2015/04/01 04:00:00+00,2015,April,Wednesday,22,Evening,D12,0,0,110,Keelesdale-Eglinton West (110),-79.47036219,43.69122583,2735
-8835180.434,5410567.599,2315,GO-20141745699,2014/03/22 04:00:00+00,2014,March,Saturday,3,Night,D51,0,0,77,Waterfront Communities-The Island (77),-79.36777622,43.6443443,2736
-8851940.876,5427045.312,2511,GO-2015543234,2015/04/01 04:00:00+00,2015,April,Wednesday,20,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51833783,43.751363,2737
-8845943.06,5423932.285,2316,GO-20141755419,2014/03/23 04:00:00+00,2014,March,Sunday,21,Evening,D32,0,1,26,Downsview-Roding-CFB (26),-79.46445853,43.73115929,2738
-8846617.782,5416007.413,2512,GO-2015556992,2015/04/03 04:00:00+00,2015,April,Friday,10,Morning,D12,0,0,110,Keelesdale-Eglinton West (110),-79.47051966,43.67969568,2739
-8844593.064,5414282.169,2317,GO-20141766614,2014/03/25 04:00:00+00,2014,March,Tuesday,22,Evening,D11,1,0,91,Weston-Pellam Park (91),-79.45233131,43.6684862,2740
-8857075.656,5412877.509,2513,GO-2015552288,2015/04/03 04:00:00+00,2015,April,Friday,3,Night,D22,0,0,11,Eringate-Centennial-West Deane (11),-79.56446434,43.65935811,2741
-8831958.561,5422290.434,2318,GO-20141793046,2014/03/30 04:00:00+00,2014,March,Sunday,1,Night,D55,0,1,42,Banbury-Don Mills (42),-79.33883364,43.72050084,2742
-8837593.097,5412596.134,2514,GO-2015559616,2015/04/04 04:00:00+00,2015,April,Saturday,17,Afternoon,D52,0,1,78,Kensington-Chinatown (78),-79.38944954,43.65752945,2743
-8835590.905,5411074.103,2319,GO-20141802441,2014/03/31 04:00:00+00,2014,March,Monday,21,Evening,D51,0,1,77,Waterfront Communities-The Island (77),-79.37146354,43.64763677,2744
-8851775.64,5427115.205,2515,GO-2015582545,2015/04/08 04:00:00+00,2015,April,Wednesday,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51685349,43.75181653,2745
-8856284.992,5426546.965,2812,GO-2016434007,2016/03/12 05:00:00+00,2016,March,Saturday,20,Evening,D31,0,0,22,Humbermede (22),-79.55736169,43.74812916,2746
-8851366.749,5425200.348,2813,GO-2016443119,2016/03/14 04:00:00+00,2016,March,Monday,14,Afternoon,D31,0,0,26,Downsview-Roding-CFB (26),-79.51318036,43.73938991,2747
-8825985.001,5426601.329,2814,GO-2016445690,2016/03/14 04:00:00+00,2016,March,Monday,22,Evening,D41,0,1,119,Wexford/Maryvale (119),-79.28517224,43.74848194,2748
-8857625.071,5427866.755,2815,GO-2016445048,2016/03/14 04:00:00+00,2016,March,Monday,19,Evening,D31,0,0,21,Humber Summit (21),-79.56939982,43.75669307,2749
-8832821.801,5419627.832,2816,GO-2016446069,2016/03/15 04:00:00+00,2016,March,Tuesday,0,Night,D53,0,1,55,Thorncliffe Park (55),-79.34658826,43.70321193,2750
-8835207.218,5413663.095,2320,GO-20141824235,2014/04/04 04:00:00+00,2014,April,Friday,0,Night,D51,1,1,71,Cabbagetown-South St.James Town (71),-79.36801682,43.66446336,2751
-8851154.833,5418878.353,2817,GO-2016451200,2016/03/15 04:00:00+00,2016,March,Tuesday,20,Evening,D12,0,1,113,Weston (113),-79.51127669,43.69834448,2752
-8825350.979,5419628.724,2516,GO-2015593548,2015/04/09 04:00:00+00,2015,April,Thursday,2,Night,D41,0,0,121,Oakridge (121),-79.27947672,43.70321772,2753
-8835950.594,5413081.071,2321,GO-20141840016,2014/04/06 04:00:00+00,2014,April,Sunday,17,Afternoon,D51,0,0,73,Moss Park (73),-79.37469468,43.66068103,2754
-8851391.724,5428077.377,2517,GO-2015594873,2015/04/10 04:00:00+00,2015,April,Friday,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51340471,43.75805965,2755
-8831171.507,5427178.595,2818,GO-2016456958,2016/03/16 04:00:00+00,2016,March,Wednesday,17,Afternoon,D33,0,0,45,Parkwoods-Donalda (45),-79.33176341,43.75222786,2756
-8851662.896,5418954.292,2322,GO-20141853328,2014/04/08 04:00:00+00,2014,April,Tuesday,16,Afternoon,D12,0,0,113,Weston (113),-79.51584069,43.69883768,2757
-8847283.874,5415793.42,2518,GO-2015596740,2015/04/11 04:00:00+00,2015,April,Saturday,5,Night,D12,0,1,111,Rockcliffe-Smythe (111),-79.47650327,43.67830541,2758
-8843423.386,5422615.283,2819,GO-2016476668,2016/03/19 04:00:00+00,2016,March,Saturday,22,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44182392,43.72260982,2759
-8827329.569,5419475.035,2323,GO-20141876826,2014/04/12 04:00:00+00,2014,April,Saturday,8,Morning,D55,0,1,54,O'Connor-Parkview (54),-79.2972507,43.70221963,2760
-8832218.218,5430409.006,2519,GO-2015619485,2015/04/14 04:00:00+00,2015,April,Tuesday,3,Night,D33,0,0,53,Henry Farm (53),-79.34116618,43.77318589,2761
-8845180.586,5415242.048,2820,GO-2016475245,2016/03/19 04:00:00+00,2016,March,Saturday,17,Afternoon,D11,0,0,91,Weston-Pellam Park (91),-79.45760911,43.67472311,2762
-8817948.367,5437488.83,2324,GO-20141880069,2014/04/13 04:00:00+00,2014,April,Sunday,22,Evening,D42,1,0,131,Rouge (131),-79.21297793,43.81909218,2763
-8846913.255,5416952.099,2520,GO-2015590849,2015/04/15 04:00:00+00,2015,April,Wednesday,11,Morning,D12,0,0,110,Keelesdale-Eglinton West (110),-79.47317394,43.68583273,2764
-8859709.605,5426267.627,2521,GO-2015625610,2015/04/15 04:00:00+00,2015,April,Wednesday,21,Evening,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,2765
-8852086.742,5429287.294,2522,GO-2015630750,2015/04/16 04:00:00+00,2015,April,Thursday,16,Afternoon,D31,0,5,24,Black Creek (24),-79.51964817,43.76590936,2766
-8824415.951,5421313.43,2523,GO-2015638127,2015/04/17 04:00:00+00,2015,April,Friday,18,Evening,D41,0,1,120,Clairlea-Birchmount (120),-79.27107722,43.7141575,2767
-8834164.203,5413347.934,2524,GO-2015643436,2015/04/18 04:00:00+00,2015,April,Saturday,18,Evening,D51,0,1,72,Regent Park (72),-79.35864726,43.66241529,2768
-8818050.275,5428723.805,2525,GO-2015644090,2015/04/18 04:00:00+00,2015,April,Saturday,0,Night,D43,0,0,137,Woburn (137),-79.21389338,43.76225368,2769
-8832821.801,5419627.832,2526,GO-2015650767,2015/04/20 04:00:00+00,2015,April,Monday,2,Night,D53,0,1,55,Thorncliffe Park (55),-79.34658826,43.70321193,2770
-8853723.575,5419184.498,2527,GO-2015675442,2015/04/24 04:00:00+00,2015,April,Friday,23,Evening,D23,0,1,6,Kingsview Village-The Westway (6),-79.53435209,43.70033277,2771
-8824015.588,5420921.209,2528,GO-2015687496,2015/04/25 04:00:00+00,2015,April,Saturday,0,Night,D41,0,1,120,Clairlea-Birchmount (120),-79.2674807,43.71161076,2772
-8844153.845,5422532.536,2529,GO-2015688413,2015/04/25 04:00:00+00,2015,April,Saturday,22,Evening,D32,0,0,31,Yorkdale-Glen Park (31),-79.44838574,43.72207262,2773
-8839495.151,5410927.192,2530,GO-2015700402,2015/04/28 04:00:00+00,2015,April,Tuesday,4,Night,D14,0,1,82,Niagara (82),-79.40653598,43.64668181,2774
-8819640.42,5434542.462,2531,GO-2015706228,2015/04/29 04:00:00+00,2015,April,Wednesday,0,Night,D42,0,0,132,Malvern (132),-79.2281779,43.79999192,2775
-8817746.751,5436372.329,2532,GO-2015708336,2015/04/29 04:00:00+00,2015,April,Wednesday,11,Morning,D42,0,1,132,Malvern (132),-79.21116678,43.81185502,2776
-8849346.935,5417433.044,2533,GO-2015717326,2015/04/30 04:00:00+00,2015,April,Thursday,19,Evening,D12,0,0,115,Mount Dennis (115),-79.49503606,43.68895689,2777
-8832359.872,5431743.452,2534,GO-2015717414,2015/04/30 04:00:00+00,2015,April,Thursday,19,Evening,D33,0,0,47,Don Valley Village (47),-79.34243868,43.78184127,2778
-8834728.651,5412964.75,2535,GO-2015726490,2015/05/02 04:00:00+00,2015,May,Saturday,6,Morning,D51,0,0,72,Regent Park (72),-79.36371778,43.65992508,2779
-8831374.937,5434243.162,2536,GO-2015762095,2015/05/07 04:00:00+00,2015,May,Thursday,20,Evening,D42,0,1,46,Pleasant View (46),-79.33359086,43.79805132,2780
-8827775.465,5428925.484,2537,GO-2015777027,2015/05/10 04:00:00+00,2015,May,Sunday,2,Night,D41,0,1,119,Wexford/Maryvale (119),-79.30125625,43.76356211,2781
-8820134.097,5438716.272,2538,GO-2015935016,2015/05/11 04:00:00+00,2015,May,Monday,0,Night,D42,0,0,131,Rouge (131),-79.23261267,43.82704745,2782
-8831716.168,5428788.96,2539,GO-2015788702,2015/05/12 04:00:00+00,2015,May,Tuesday,0,Night,D33,0,0,45,Parkwoods-Donalda (45),-79.33665619,43.76267639,2783
-8838865.478,5411625.028,2540,GO-2015807928,2015/05/15 04:00:00+00,2015,May,Friday,19,Evening,D14,0,1,78,Kensington-Chinatown (78),-79.40087953,43.65121778,2784
-8837984.399,5409985.694,2541,GO-2015814400,2015/05/16 04:00:00+00,2015,May,Saturday,20,Evening,D14,0,0,77,Waterfront Communities-The Island (77),-79.39296466,43.64056148,2785
-8851698.728,5419157.925,2542,GO-2015832293,2015/05/16 04:00:00+00,2015,May,Saturday,23,Evening,D12,0,0,113,Weston (113),-79.51616258,43.70016019,2786
-8860228.106,5425152.617,2543,GO-2015821559,2015/05/17 04:00:00+00,2015,May,Sunday,12,Afternoon,D23,0,0,1,West Humber-Clairville (1),-79.59278328,43.73908012,2787
-8830388.348,5416533.971,2544,GO-2015831181,2015/05/19 04:00:00+00,2015,May,Tuesday,3,Night,D55,1,0,65,Greenwood-Coxwell (65),-79.32472818,43.68311648,2788
-8820425.092,5428025.096,2545,GO-2015837843,2015/05/20 04:00:00+00,2015,May,Wednesday,18,Evening,D43,0,1,137,Woburn (137),-79.23522673,43.75772044,2789
-8825405.513,5418925.964,2546,GO-2015849988,2015/05/21 04:00:00+00,2015,May,Thursday,0,Night,D41,0,0,121,Oakridge (121),-79.27996661,43.6986537,2790
-8844049.792,5413239.354,2547,GO-2015843494,2015/05/21 04:00:00+00,2015,May,Thursday,23,Evening,D11,1,0,93,Dovercourt-Wallace Emerson-Junction (93),-79.44745102,43.66170967,2791
-8851842.515,5417998.121,2548,GO-2015849056,2015/05/21 04:00:00+00,2015,May,Thursday,19,Evening,D23,0,0,8,Humber Heights-Westmount (8),-79.51745424,43.69262736,2792
-8838753.795,5411658.701,2549,GO-2015850001,2015/05/22 04:00:00+00,2015,May,Friday,20,Evening,D14,0,1,78,Kensington-Chinatown (78),-79.39987627,43.65143665,2793
-8857756.65,5427609.403,2550,GO-2015854577,2015/05/22 04:00:00+00,2015,May,Friday,17,Afternoon,D31,0,0,21,Humber Summit (21),-79.57058182,43.75502325,2794
-8832895.969,5429845.669,2551,GO-2015861386,2015/05/23 04:00:00+00,2015,May,Saturday,15,Afternoon,D33,0,1,53,Henry Farm (53),-79.34725452,43.76953164,2795
-8850930.583,5425034.198,2552,GO-2015863447,2015/05/24 04:00:00+00,2015,May,Sunday,2,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.50926221,43.73831154,2796
-8835543.63,5411684.496,2553,GO-2015863474,2015/05/24 04:00:00+00,2015,May,Sunday,23,Evening,D51,0,1,73,Moss Park (73),-79.37103886,43.65160431,2797
-8836931.319,5418178.292,2554,GO-2015864657,2015/05/24 04:00:00+00,2015,May,Sunday,4,Night,D53,0,0,98,Rosedale-Moore Park (98),-79.38350469,43.69379762,2798
-8851696.394,5428351.895,2555,GO-2015865601,2015/05/24 04:00:00+00,2015,May,Sunday,13,Afternoon,D31,0,1,24,Black Creek (24),-79.51614161,43.75984076,2799
-8827877.454,5437479.024,2556,GO-2015867715,2015/05/24 04:00:00+00,2015,May,Sunday,9,Morning,D42,0,2,130,Milliken (130),-79.30217243,43.81902862,2800
-8850139.52,5413635.927,2557,GO-2015873509,2015/05/25 04:00:00+00,2015,May,Monday,19,Evening,D11,0,0,114,Lambton Baby Point (114),-79.50215597,43.66428681,2801
-8841977.1,5416215.733,2558,GO-2015878902,2015/05/26 04:00:00+00,2015,May,Tuesday,15,Afternoon,D13,0,0,94,Wychwood (94),-79.42883171,43.68104906,2802
-8818762.187,5426302.284,2559,GO-2015897017,2015/05/29 04:00:00+00,2015,May,Friday,11,Morning,D43,0,2,139,Scarborough Village (139),-79.2202886,43.74654133,2803
-8819133.298,5428626.803,2560,GO-2015916307,2015/06/01 04:00:00+00,2015,June,Monday,17,Afternoon,D43,1,0,137,Woburn (137),-79.22362234,43.76162435,2804
-8843698.9,5418278.125,2561,GO-2015925155,2015/06/02 04:00:00+00,2015,June,Tuesday,21,Evening,D13,0,0,107,Oakwood Village (107),-79.4442989,43.69444605,2805
-8851162.99,5426856.113,2562,GO-2015932082,2015/06/03 04:00:00+00,2015,June,Wednesday,21,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,2806
-8814102.3,5435243.297,2563,GO-2015939869,2015/06/04 04:00:00+00,2015,June,Thursday,14,Afternoon,D42,0,0,131,Rouge (131),-79.17842812,43.80453574,2807
-8860965.982,5423893.901,2564,GO-2015944807,2015/06/05 04:00:00+00,2015,June,Friday,22,Evening,D23,0,1,1,West Humber-Clairville (1),-79.59941174,43.73091013,2808
-8850062.188,5425525.582,2565,GO-2015954370,2015/06/07 04:00:00+00,2015,June,Sunday,4,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.50146129,43.74150072,2809
-8844680.305,5418229.076,2566,GO-2015957436,2015/06/08 04:00:00+00,2015,June,Monday,12,Afternoon,D13,0,0,109,Caledonia-Fairbank (109),-79.45311501,43.69412747,2810
-8849929.272,5420424.34,2567,GO-2015961626,2015/06/09 04:00:00+00,2015,June,Tuesday,1,Night,D12,0,0,28,Rustic (28),-79.50026728,43.70838437,2811
-8838055.151,5410785.704,2568,GO-2015970043,2015/06/10 04:00:00+00,2015,June,Wednesday,18,Evening,D52,0,0,77,Waterfront Communities-The Island (77),-79.39360024,43.64576209,2812
-8854385.444,5425714.486,2569,GO-2015972336,2015/06/10 04:00:00+00,2015,June,Wednesday,12,Afternoon,D31,0,0,22,Humbermede (22),-79.54029776,43.7427267,2813
-8850803.295,5422071.354,2570,GO-2015983514,2015/06/12 04:00:00+00,2015,June,Friday,2,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.50811877,43.71907849,2814
-8850930.583,5425034.198,2571,GO-2015986193,2015/06/12 04:00:00+00,2015,June,Friday,13,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.50926221,43.73831154,2815
-8851538.882,5429488.059,2572,GO-2015988317,2015/06/12 04:00:00+00,2015,June,Friday,19,Evening,D31,0,0,24,Black Creek (24),-79.51472666,43.76721178,2816
-8850456.869,5425314.084,2573,GO-2015994421,2015/06/13 04:00:00+00,2015,June,Saturday,12,Afternoon,D31,0,0,25,Glenfield-Jane Heights (25),-79.50500677,43.74012808,2817
-8846427.392,5416066.137,2574,GO-2015920890,2015/06/15 04:00:00+00,2015,June,Monday,0,Night,D12,0,0,110,Keelesdale-Eglinton West (110),-79.46880936,43.68007719,2818
-8827775.465,5428925.484,2575,GO-20151001287,2015/06/15 04:00:00+00,2015,June,Monday,2,Night,D41,0,0,119,Wexford/Maryvale (119),-79.30125625,43.76356211,2819
-8851753.245,5427121.43,2576,GO-20151027288,2015/06/18 04:00:00+00,2015,June,Thursday,23,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51665231,43.75185692,2820
-8835369.167,5412769.893,2577,GO-20151030866,2015/06/19 04:00:00+00,2015,June,Friday,8,Morning,D51,0,1,73,Moss Park (73),-79.36947164,43.65865872,2821
-8859750.707,5425093.441,2578,GO-20151033664,2015/06/19 04:00:00+00,2015,June,Friday,19,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58849474,43.73869605,2822
