X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8837380.742,5411915.811,821,GO-20072432106,2007/10/06 04:00:00+00,2007,October,Saturday,23,Evening,D12,1,0,78,Kensington-Chinatown (78),-79.38754192,43.65310778,321
-8848300.184,5416836.695,822,GO-20072389595,2007/10/07 04:00:00+00,2007,October,Sunday,1,Night,D12,0,1,115,Mount Dennis (115),-79.48563294,43.68508305,322
-8837380.742,5411915.811,823,GO-20072441915,2007/10/07 04:00:00+00,2007,October,Sunday,0,Night,D55,0,2,78,Kensington-Chinatown (78),-79.38754192,43.65310778,323
-8842246.792,5416135.325,824,GO-20072424127,2007/10/08 04:00:00+00,2007,October,Monday,2,Night,D13,1,0,94,Wychwood (94),-79.43125439,43.68052668,324
-8828132.901,5423629.045,825,GO-20072501829,2007/10/09 04:00:00+00,2007,October,Tuesday,22,Evening,D41,0,1,43,Victoria Village (43),-79.30446715,43.72919088,325
-8852199.564,5427872.874,826,GO-20072203276,2007/10/09 04:00:00+00,2007,October,Tuesday,20,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.52066166,43.75673277,326
-8850424.679,5421557.48,827,GO-20072275822,2007/10/09 04:00:00+00,2007,October,Tuesday,11,Morning,D31,0,0,28,Rustic (28),-79.5047176,43.71574209,327
-8851162.99,5426856.113,828,GO-20071902459,2007/10/09 04:00:00+00,2007,October,Tuesday,20,Evening,D31,1,3,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,328
-8828761.325,5427917.646,829,GO-20072421605,2007/10/16 04:00:00+00,2007,October,Tuesday,18,Evening,D41,1,0,119,Wexford/Maryvale (119),-79.31011238,43.75702327,329
0,0,830,GO-20072490218,2007/10/19 04:00:00+00,2007,October,Friday,16,Afternoon,D55,0,1,NSA,NSA,0,0,330
-8854612.791,5427157.503,831,GO-20072492205,2007/10/20 04:00:00+00,2007,October,Saturday,2,Night,D31,0,2,22,Humbermede (22),-79.54234005,43.752091,331
-8833521.15,5413924.232,832,GO-20072371208,2007/10/21 04:00:00+00,2007,October,Sunday,15,Afternoon,D55,1,0,68,North Riverdale (68),-79.35287062,43.6661603,332
-8858404.304,5425056.36,833,GO-20072384939,2007/10/23 04:00:00+00,2007,October,Tuesday,12,Afternoon,D23,0,0,3,Thistletown-Beaumond Heights (3),-79.57639979,43.73845538,333
-8851058.185,5426716.214,834,GO-20072497008,2007/10/27 04:00:00+00,2007,October,Saturday,15,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,334
-8853296.696,5410941.544,835,GO-20072404032,2007/10/27 04:00:00+00,2007,October,Saturday,20,Evening,D22,1,0,14,Islington-City Centre West (14),-79.53051737,43.6467751,335
-8853296.696,5410941.544,836,GO-20072389603,2007/10/27 04:00:00+00,2007,October,Saturday,20,Evening,D22,0,1,14,Islington-City Centre West (14),-79.53051737,43.6467751,336
-8849786.256,5418722.607,837,GO-20072389601,2007/10/27 04:00:00+00,2007,October,Saturday,0,Night,D12,0,0,30,Brookhaven-Amesbury (30),-79.49898255,43.69733295,337
-8861462.901,5425855.512,838,GO-20072394232,2007/10/28 04:00:00+00,2007,October,Sunday,0,Night,D23,0,1,1,West Humber-Clairville (1),-79.60387564,43.74364194,338
-8837968.215,5411025.38,839,GO-20072554320,2007/10/30 04:00:00+00,2007,October,Tuesday,3,Night,D52,0,1,77,Waterfront Communities-The Island (77),-79.39281928,43.64732006,339
-8841619.581,5413281.698,840,GO-20072323011,2007/10/31 04:00:00+00,2007,October,Wednesday,23,Evening,D14,0,1,80,Palmerston-Little Italy (80),-79.42562006,43.66198485,340
-8813378.464,5432866.281,841,GO-20073753967,2007/11/01 04:00:00+00,2007,November,Thursday,0,Night,D43,0,0,134,Highland Creek (134),-79.17192579,43.7891231,341
-8859449.422,5426985.908,842,GO-20072579979,2007/11/04 04:00:00+00,2007,November,Sunday,14,Afternoon,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58578825,43.75097753,342
-8835084.362,5412437.686,843,GO-20072403226,2007/11/06 05:00:00+00,2007,November,Tuesday,20,Evening,D51,1,0,73,Moss Park (73),-79.36691319,43.65649967,343
-8858046.878,5416518.858,844,GO-20072452027,2007/11/08 05:00:00+00,2007,November,Thursday,22,Evening,D33,0,0,7,Willowridge-Martingrove-Richview (7),-79.57318898,43.6830183,344
0,0,845,GO-20072389399,2007/11/10 05:00:00+00,2007,November,Saturday,14,Afternoon,D12,0,1,NSA,NSA,0,0,345
-8852381.255,5427544.312,846,GO-20072540432,2007/11/10 05:00:00+00,2007,November,Saturday,3,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.52229382,43.7546009,346
-8851983.639,5429788.979,847,GO-20072595629,2007/11/11 05:00:00+00,2007,November,Sunday,0,Night,D31,0,1,24,Black Creek (24),-79.51872198,43.76916389,347
-8817883.583,5436406.934,848,GO-20072566049,2007/11/14 05:00:00+00,2007,November,Wednesday,17,Afternoon,D42,0,1,132,Malvern (132),-79.21239596,43.81207934,348
-8847551.091,5418934.26,849,GO-20072476644,2007/11/17 05:00:00+00,2007,November,Saturday,0,Night,D31,0,1,30,Brookhaven-Amesbury (30),-79.47890372,43.69870758,349
-8848513.726,5426774.812,850,GO-20072434650,2007/11/17 05:00:00+00,2007,November,Saturday,0,Night,D31,0,1,27,York University Heights (27),-79.48755122,43.74960771,350
-8847895.66,5426278.504,851,GO-20072345724,2007/11/17 05:00:00+00,2007,November,Saturday,17,Afternoon,D31,0,1,26,Downsview-Roding-CFB (26),-79.48199904,43.74638701,351
-8840881.723,5412231.109,852,GO-20072448878,2007/11/18 05:00:00+00,2007,November,Sunday,4,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.41899177,43.65515706,352
-8827558.398,5432013.762,853,GO-20072528917,2007/11/23 05:00:00+00,2007,November,Friday,13,Afternoon,D42,1,0,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,353
-8820387.576,5433720.229,854,GO-20072507368,2007/11/23 05:00:00+00,2007,November,Friday,19,Evening,D42,1,0,132,Malvern (132),-79.23488971,43.79466058,354
-8851538.882,5429488.059,855,GO-20072345729,2007/11/25 05:00:00+00,2007,November,Sunday,19,Evening,D31,1,0,24,Black Creek (24),-79.51472666,43.76721178,355
-8828720.257,5425040.751,856,GO-20072441671,2007/11/26 05:00:00+00,2007,November,Monday,12,Afternoon,D33,0,0,43,Victoria Village (43),-79.30974346,43.73835407,356
-8818235.077,5435746.497,857,GO-20072478775,2007/11/27 05:00:00+00,2007,November,Tuesday,0,Night,D42,0,1,132,Malvern (132),-79.21555349,43.80779799,357
-8850062.188,5425525.582,858,GO-20072552605,2007/11/27 05:00:00+00,2007,November,Tuesday,20,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50146129,43.74150072,358
-8815990.666,5432204.082,859,GO-20072370103,2007/11/28 05:00:00+00,2007,November,Wednesday,0,Night,D43,1,0,135,Morningside (135),-79.1953916,43.78482868,359
-8834105.736,5413160.581,860,GO-20072532041,2007/12/02 05:00:00+00,2007,December,Sunday,17,Afternoon,D51,0,1,72,Regent Park (72),-79.35812204,43.66119775,360
-8817883.583,5436406.934,861,GO-20072101272,2007/12/02 05:00:00+00,2007,December,Sunday,1,Night,D42,1,0,132,Malvern (132),-79.21239596,43.81207934,361
-8850456.869,5425314.084,862,GO-20072514754,2007/12/05 05:00:00+00,2007,December,Wednesday,0,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.50500677,43.74012808,362
-8850066.628,5425866.174,863,GO-20072432924,2007/12/05 05:00:00+00,2007,December,Wednesday,8,Morning,D31,0,0,25,Glenfield-Jane Heights (25),-79.50150117,43.74371113,363
-8850273.601,5425460.276,864,GO-20072387161,2007/12/08 05:00:00+00,2007,December,Saturday,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.50336044,43.74107688,364
-8817226.063,5435832.017,865,GO-20072484252,2007/12/09 05:00:00+00,2007,December,Sunday,22,Evening,D42,0,0,132,Malvern (132),-79.20648936,43.8083524,365
-8843874.277,5417302.01,866,GO-20072383439,2007/12/09 05:00:00+00,2007,December,Sunday,0,Night,D13,0,1,107,Oakwood Village (107),-79.44587434,43.68810573,366
-8817725.536,5437305.788,867,GO-20072311686,2007/12/14 05:00:00+00,2007,December,Friday,12,Afternoon,D42,1,0,131,Rouge (131),-79.2109762,43.81790576,367
-8848603.1,5414727.775,868,GO-20072531827,2007/12/15 05:00:00+00,2007,December,Saturday,22,Evening,D12,0,0,111,Rockcliffe-Smythe (111),-79.48835408,43.67138165,368
-8848526.84,5423214.925,869,GO-20072494811,2007/12/19 05:00:00+00,2007,December,Wednesday,21,Evening,D31,0,0,26,Downsview-Roding-CFB (26),-79.48766902,43.72650262,369
-8815806.121,5428848.76,870,GO-20072377293,2007/12/19 05:00:00+00,2007,December,Wednesday,13,Afternoon,D43,0,0,136,West Hill (136),-79.1937338,43.76306435,370
-8835412.607,5410780.017,871,GO-20072522958,2007/12/20 05:00:00+00,2007,December,Thursday,23,Evening,D51,0,1,77,Waterfront Communities-The Island (77),-79.36986186,43.64572512,371
-8834255.237,5412714.868,872,GO-20072428698,2007/12/23 05:00:00+00,2007,December,Sunday,14,Afternoon,D51,1,0,72,Regent Park (72),-79.35946503,43.65830111,372
-8818679.545,5433746.508,873,GO-20072457255,2007/12/27 05:00:00+00,2007,December,Thursday,22,Evening,D42,0,1,132,Malvern (132),-79.21954621,43.79483098,373
-8851616.422,5428047.981,874,GO-20072494819,2007/12/29 05:00:00+00,2007,December,Saturday,21,Evening,D31,0,0,24,Black Creek (24),-79.51542321,43.75786892,374
-8851364.949,5423063.062,875,GO-20072248250,2007/12/30 05:00:00+00,2007,December,Sunday,1,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.51316419,43.72551677,375
-8851616.422,5428047.981,876,GO-20082484879,2008/01/01 05:00:00+00,2008,January,Tuesday,0,Night,D31,0,0,24,Black Creek (24),-79.51542321,43.75786892,376
-8829371.384,5426976.36,877,GO-20082533459,2008/01/01 05:00:00+00,2008,January,Tuesday,3,Night,D33,0,1,45,Parkwoods-Donalda (45),-79.31559263,43.75091557,377
-8843019.671,5423796.589,878,GO-20082353009,2008/01/02 05:00:00+00,2008,January,Wednesday,23,Evening,D32,0,1,32,Englemount-Lawrence (32),-79.43819728,43.73027846,378
-8832564.848,5431610.014,879,GO-20082533456,2008/01/03 05:00:00+00,2008,January,Thursday,22,Evening,D33,0,1,47,Don Valley Village (47),-79.34428001,43.78097583,379
-8848513.726,5426774.812,880,GO-20082607472,2008/01/05 05:00:00+00,2008,January,Saturday,4,Night,D31,0,1,27,York University Heights (27),-79.48755122,43.74960771,380
-8849131.823,5417332.843,881,GO-20082316440,2008/01/07 05:00:00+00,2008,January,Monday,18,Evening,D12,0,0,115,Mount Dennis (115),-79.49310368,43.68830601,381
-8837054.487,5411505.451,882,GO-20082643285,2008/01/11 05:00:00+00,2008,January,Friday,22,Evening,D52,0,1,76,Bay Street Corridor (76),-79.38461112,43.65044055,382
-8819529.401,5438462.142,883,GO-20082601995,2008/01/12 05:00:00+00,2008,January,Saturday,1,Night,D51,1,0,131,Rouge (131),-79.2271806,43.82540048,383
-8841733.794,5419250.212,884,GO-20082378901,2008/01/12 05:00:00+00,2008,January,Saturday,21,Evening,D13,0,1,106,Humewood-Cedarvale (106),-79.42664605,43.70075955,384
-8849231.366,5430714.727,885,GO-20082573771,2008/01/13 05:00:00+00,2008,January,Sunday,23,Evening,D31,0,1,27,York University Heights (27),-79.49399789,43.77516894,385
-8859449.422,5426985.908,886,GO-20082536836,2008/01/13 05:00:00+00,2008,January,Sunday,1,Night,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58578825,43.75097753,386
-8848513.726,5426774.812,887,GO-20082484895,2008/01/13 05:00:00+00,2008,January,Sunday,4,Night,D31,0,0,27,York University Heights (27),-79.48755122,43.74960771,387
-8833136.794,5413922.745,888,GO-20082532076,2008/01/17 05:00:00+00,2008,January,Thursday,18,Evening,D55,1,0,70,South Riverdale (70),-79.34941789,43.66615064,388
-8851579.081,5426387.595,889,GO-20082386663,2008/01/17 05:00:00+00,2008,January,Thursday,20,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51508777,43.74709495,389
-8851579.081,5426387.595,890,GO-20082426053,2008/01/17 05:00:00+00,2008,January,Thursday,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51508777,43.74709495,390
-8850964.551,5422967.24,891,GO-20082605959,2008/01/22 05:00:00+00,2008,January,Tuesday,22,Evening,D31,1,0,26,Downsview-Roding-CFB (26),-79.50956735,43.72489471,391
-8819390.738,5433719.748,892,GO-20082314192,2008/01/23 05:00:00+00,2008,January,Wednesday,22,Evening,D42,0,1,132,Malvern (132),-79.22593497,43.79465746,392
-8850152.26,5421681.217,893,GO-20082595690,2008/01/23 05:00:00+00,2008,January,Wednesday,22,Evening,D31,0,0,28,Rustic (28),-79.50227042,43.71654549,393
-8842212.328,5415241.992,894,GO-20082529811,2008/01/25 05:00:00+00,2008,January,Friday,23,Evening,D13,0,1,94,Wychwood (94),-79.4309448,43.67472274,394
-8821477.426,5426032.097,895,GO-20082520381,2008/02/01 05:00:00+00,2008,February,Friday,13,Afternoon,D43,2,0,138,Eglinton East (138),-79.24468,43.74478793,395
-8851055.712,5422948.53,896,GO-20082387163,2008/02/06 05:00:00+00,2008,February,Wednesday,23,Evening,D31,0,1,26,Downsview-Roding-CFB (26),-79.51038627,43.72477325,396
-8823376.861,5424322.388,897,GO-20082421615,2008/02/09 05:00:00+00,2008,February,Saturday,23,Evening,D41,0,1,124,Kennedy Park (124),-79.26174292,43.73369145,397
-8820034.227,5430909.881,898,GO-20082619810,2008/02/17 05:00:00+00,2008,February,Sunday,3,Night,D43,0,0,137,Woburn (137),-79.23171553,43.77643477,398
-8851431.341,5422187.334,899,GO-20082723790,2008/02/17 05:00:00+00,2008,February,Sunday,2,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.5137606,43.71983148,399
-8819901.077,5436637.914,900,GO-20082428060,2008/02/17 05:00:00+00,2008,February,Sunday,6,Morning,D42,1,0,132,Malvern (132),-79.23051942,43.81357662,400
-8853915.879,5420831.816,101,GO-2004510813,2004/06/19 04:00:00+00,2004,June,Saturday,17,Afternoon,D31,1,0,23,Pelmo Park-Humberlea (23),-79.53607958,43.7110303,401
-8830172.514,5431613.101,102,GO-2004536122,2004/06/21 04:00:00+00,2004,June,Monday,0,Night,D42,0,1,117,L'Amoreaux (117),-79.32278931,43.78099585,402
-8852438.511,5430379.615,103,GO-2004564223,2004/07/01 04:00:00+00,2004,July,Thursday,0,Night,D31,1,0,24,Black Creek (24),-79.52280816,43.77299524,403
-8819692.661,5435991.706,104,GO-2004598521,2004/07/02 04:00:00+00,2004,July,Friday,2,Night,D42,0,0,132,Malvern (132),-79.22864719,43.80938762,404
-8856933.6,5411845.542,105,GO-2004574277,2004/07/05 04:00:00+00,2004,July,Monday,1,Night,D22,0,1,14,Islington-City Centre West (14),-79.56318823,43.65265106,405
-8851364.949,5423063.062,106,GO-2004499572,2004/07/05 04:00:00+00,2004,July,Monday,0,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.51316419,43.72551677,406
-8843898.083,5414369.967,107,GO-2004515430,2004/07/08 04:00:00+00,2004,July,Thursday,0,Night,D13,0,1,93,Dovercourt-Wallace Emerson-Junction (93),-79.44608819,43.6690567,407
0,0,108,GO-2004577384,2004/07/09 04:00:00+00,2004,July,Friday,10,Morning,D14,0,0,NSA,NSA,0,0,408
-8849807.135,5413826.499,109,GO-2004432295,2004/07/10 04:00:00+00,2004,July,Saturday,16,Afternoon,D11,0,0,114,Lambton Baby Point (114),-79.49917011,43.66552521,409
-8850805.098,5425765.704,110,GO-2004602734,2004/07/13 04:00:00+00,2004,July,Tuesday,17,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.50813496,43.7430591,410
-8833902.569,5434676.258,111,GO-2004592201,2004/07/21 04:00:00+00,2004,July,Wednesday,0,Night,D33,1,0,48,Hillcrest Village (48),-79.35629696,43.8008594,411
-8835055.375,5411542.431,112,GO-2004594159,2004/07/24 04:00:00+00,2004,July,Saturday,5,Night,D51,1,0,77,Waterfront Communities-The Island (77),-79.36665279,43.65068091,412
-8863055.534,5424301.309,113,GO-2004600109,2004/07/26 04:00:00+00,2004,July,Monday,23,Evening,D23,0,0,1,West Humber-Clairville (1),-79.6181825,43.73355463,413
-8861370.826,5424396.178,114,GO-2004612791,2004/07/29 04:00:00+00,2004,July,Thursday,19,Evening,D23,0,1,1,West Humber-Clairville (1),-79.60304851,43.73417041,414
-8823620.654,5421288.44,115,GO-2004556110,2004/07/30 04:00:00+00,2004,July,Friday,20,Evening,D31,0,0,120,Clairlea-Birchmount (120),-79.26393295,43.71399524,415
-8850884.572,5418643.027,116,GO-2004608027,2004/08/01 04:00:00+00,2004,August,Sunday,18,Evening,D12,0,0,113,Weston (113),-79.50884889,43.69681609,416
-8831127.738,5433480.55,117,GO-2004607150,2004/08/01 04:00:00+00,2004,August,Sunday,8,Morning,D42,0,0,46,Pleasant View (46),-79.33137023,43.79310642,417
-8855647.415,5423171.855,118,GO-2004717029,2004/08/10 04:00:00+00,2004,August,Tuesday,23,Evening,D23,0,1,5,Elms-Old Rexdale (5),-79.55163424,43.72622302,418
-8851795.753,5427583.467,119,GO-2004629200,2004/08/17 04:00:00+00,2004,August,Tuesday,1,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.51703417,43.75485496,419
-8850885.99,5403984.978,120,GO-2004629203,2004/08/17 04:00:00+00,2004,August,Tuesday,19,Evening,D22,0,1,18,New Toronto (18),-79.50886163,43.60153841,420
-8836142.832,5412180.66,121,GO-2004630187,2004/08/19 04:00:00+00,2004,August,Thursday,0,Night,D31,0,1,75,Church-Yonge Corridor (75),-79.37642159,43.65482917,421
-8816229.788,5428217.393,122,GO-2004637632,2004/08/25 04:00:00+00,2004,August,Wednesday,23,Evening,D43,0,1,136,West Hill (136),-79.19753967,43.7589681,422
-8835791.673,5411234.162,123,GO-2004974875,2004/08/25 04:00:00+00,2004,August,Wednesday,0,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.37326707,43.64867717,423
-8841668.778,5413440.317,124,GO-2004702788,2004/08/25 04:00:00+00,2004,August,Wednesday,18,Evening,D14,0,2,93,Dovercourt-Wallace Emerson-Junction (93),-79.426062,43.66301565,424
-8836873.992,5410915.319,125,GO-2004637474,2004/08/25 04:00:00+00,2004,August,Wednesday,7,Morning,D52,0,0,76,Bay Street Corridor (76),-79.38298971,43.64660463,425
-8848518.053,5414940.032,126,GO-2004641880,2004/08/27 04:00:00+00,2004,August,Friday,0,Night,D12,0,0,111,Rockcliffe-Smythe (111),-79.48759009,43.6727608,426
-8849902.592,5429503.856,127,GO-2004642019,2004/08/27 04:00:00+00,2004,August,Friday,23,Evening,D31,0,0,27,York University Heights (27),-79.50002761,43.76731426,427
-8852903.015,5419788.715,128,GO-2004642018,2004/08/27 04:00:00+00,2004,August,Friday,19,Evening,D31,0,0,113,Weston (113),-79.52698087,43.70425672,428
-8860491.198,5426947.336,129,GO-2004637844,2004/08/27 04:00:00+00,2004,August,Friday,22,Evening,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.59514668,43.75072723,429
-8827558.398,5432013.762,130,GO-2004640940,2004/08/28 04:00:00+00,2004,August,Saturday,19,Evening,D42,0,0,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,430
-8852903.015,5419788.715,131,GO-2004597291,2004/08/28 04:00:00+00,2004,August,Saturday,1,Night,D31,0,0,113,Weston (113),-79.52698087,43.70425672,431
-8827806.589,5421490.29,132,GO-2004637869,2004/08/29 04:00:00+00,2004,August,Sunday,4,Night,D55,0,0,54,O'Connor-Parkview (54),-79.30153584,43.71530584,432
-8811799.403,5433594.669,133,GO-2004592255,2004/08/30 04:00:00+00,2004,August,Monday,19,Evening,D43,1,0,134,Highland Creek (134),-79.15774084,43.79384641,433
-8824459.824,5418373.293,134,GO-2004642752,2004/08/31 04:00:00+00,2004,August,Tuesday,4,Night,D41,0,1,121,Oakridge (121),-79.27147134,43.69506418,434
-8843326.897,5414975.361,135,GO-2004647837,2004/09/01 04:00:00+00,2004,September,Wednesday,21,Evening,D13,0,1,93,Dovercourt-Wallace Emerson-Junction (93),-79.44095714,43.67299035,435
-8852832.495,5419671.955,136,GO-2004599316,2004/09/01 04:00:00+00,2004,September,Wednesday,0,Night,D31,0,1,113,Weston (113),-79.52634738,43.70349847,436
0,0,137,GO-2004591518,2004/09/03 04:00:00+00,2004,September,Friday,15,Afternoon,D51,0,1,NSA,NSA,0,0,437
0,0,138,GO-2004642110,2004/09/05 04:00:00+00,2004,September,Sunday,3,Night,D23,1,0,NSA,NSA,0,0,438
-8851983.639,5429788.979,139,GO-2004645696,2004/09/05 04:00:00+00,2004,September,Sunday,23,Evening,D31,0,0,24,Black Creek (24),-79.51872198,43.76916389,439
-8859828.451,5425463.143,140,GO-2004641371,2004/09/06 04:00:00+00,2004,September,Monday,4,Night,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58919312,43.74109549,440
-8859750.707,5425093.441,141,GO-2004646393,2004/09/08 04:00:00+00,2004,September,Wednesday,14,Afternoon,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58849474,43.73869605,441
-8835976.934,5412229.834,142,GO-2004649788,2004/09/11 04:00:00+00,2004,September,Saturday,16,Afternoon,D51,0,0,75,Church-Yonge Corridor (75),-79.3749313,43.65514877,442
-8815913.811,5428686.549,143,GO-2004654954,2004/09/11 04:00:00+00,2004,September,Saturday,23,Evening,D43,0,1,136,West Hill (136),-79.1947012,43.76201197,443
-8836113.266,5411459.495,144,GO-2004654953,2004/09/12 04:00:00+00,2004,September,Sunday,5,Night,D51,0,1,75,Church-Yonge Corridor (75),-79.37615599,43.65014184,444
-8828023.781,5433516.714,145,GO-2004658110,2004/09/17 04:00:00+00,2004,September,Friday,20,Evening,D42,0,1,117,L'Amoreaux (117),-79.30348691,43.79334092,445
-8849849.447,5406679.532,146,GO-2004663715,2004/09/18 04:00:00+00,2004,September,Saturday,4,Night,D22,0,1,17,Mimico (includes Humber Bay Shores) (17),-79.4995502,43.61906441,446
-8835437.184,5412385.774,147,GO-2004658416,2004/09/20 04:00:00+00,2004,September,Monday,19,Evening,D51,0,1,73,Moss Park (73),-79.37008264,43.65616228,447
-8862616.106,5424091.143,148,GO-2004650681,2004/09/21 04:00:00+00,2004,September,Tuesday,0,Night,D23,1,0,1,West Humber-Clairville (1),-79.61423505,43.73219045,448
-8830708.187,5414141.718,149,GO-2004668846,2004/09/24 04:00:00+00,2004,September,Friday,1,Night,D55,0,1,70,South Riverdale (70),-79.32760134,43.66757355,449
-8850433.061,5420156.743,150,GO-2004669350,2004/09/26 04:00:00+00,2004,September,Sunday,4,Night,D31,0,0,113,Weston (113),-79.5047929,43.70664667,450
-8836068.072,5414462.151,151,GO-2004676605,2004/09/29 04:00:00+00,2004,September,Wednesday,7,Morning,D51,0,0,74,North St.James Town (74),-79.37575001,43.6696557,451
-8827902.187,5434114.725,152,GO-2004497549,2004/09/30 04:00:00+00,2004,September,Thursday,23,Evening,D42,0,1,117,L'Amoreaux (117),-79.30239461,43.79721854,452
-8847307.207,5416302.017,153,GO-2004676793,2004/10/09 04:00:00+00,2004,October,Saturday,3,Night,D12,0,1,111,Rockcliffe-Smythe (111),-79.47671287,43.68160961,453
-8831841.65,5428680.149,154,GO-2004685734,2004/10/14 04:00:00+00,2004,October,Thursday,19,Evening,D33,0,0,45,Parkwoods-Donalda (45),-79.33778341,43.76197045,454
-8820423.91,5425221.765,155,GO-20041036512,2004/10/15 04:00:00+00,2004,October,Friday,5,Night,D43,0,0,138,Eglinton East (138),-79.23521611,43.73952891,455
0,0,156,GO-2004683174,2004/10/15 04:00:00+00,2004,October,Friday,14,Afternoon,D31,1,0,NSA,NSA,0,0,456
-8843081.638,5411642.625,157,GO-2004687286,2004/10/17 04:00:00+00,2004,October,Sunday,3,Night,D14,0,0,83,Dufferin Grove (83),-79.43875394,43.65133216,457
-8860965.982,5423893.901,158,GO-2004480388,2004/10/19 04:00:00+00,2004,October,Tuesday,21,Evening,D23,0,2,1,West Humber-Clairville (1),-79.59941174,43.73091013,458
-8844243.434,5416267.173,159,GO-2004684041,2004/10/20 04:00:00+00,2004,October,Wednesday,20,Evening,D13,0,1,92,Corso Italia-Davenport (92),-79.44919053,43.68138324,459
0,0,160,GO-2004692390,2004/10/23 04:00:00+00,2004,October,Saturday,2,Night,D14,0,1,NSA,NSA,0,0,460
-8831560.937,5428775.501,161,GO-2004619258,2004/10/27 04:00:00+00,2004,October,Wednesday,20,Evening,D33,0,1,45,Parkwoods-Donalda (45),-79.33526172,43.76258907,461
-8852235.042,5421930.618,162,GO-2004439509,2004/10/30 04:00:00+00,2004,October,Saturday,2,Night,D31,0,2,26,Downsview-Roding-CFB (26),-79.52098037,43.71816476,462
-8850807.959,5418554.176,163,GO-2004695551,2004/10/31 04:00:00+00,2004,October,Sunday,4,Night,D12,0,0,113,Weston (113),-79.50816066,43.69623901,463
-8842082.17,5422099.251,164,GO-2004676368,2004/11/04 05:00:00+00,2004,November,Thursday,11,Morning,D32,0,1,32,Englemount-Lawrence (32),-79.42977557,43.71925961,464
-8843310.003,5418002.331,165,GO-2004707339,2004/11/05 05:00:00+00,2004,November,Friday,22,Evening,D13,0,0,107,Oakwood Village (107),-79.44080538,43.69265471,465
-8837738.586,5411303.947,166,GO-2004704991,2004/11/07 05:00:00+00,2004,November,Sunday,11,Morning,D31,0,0,77,Waterfront Communities-The Island (77),-79.39075649,43.64913078,466
-8828205.094,5434098.787,167,GO-2004704992,2004/11/07 05:00:00+00,2004,November,Sunday,20,Evening,D42,0,0,117,L'Amoreaux (117),-79.30511567,43.7971152,467
-8827558.398,5432013.762,168,GO-2004491397,2004/11/10 05:00:00+00,2004,November,Wednesday,12,Afternoon,D42,0,2,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,468
-8851055.712,5422948.53,169,GO-2004691183,2004/11/14 05:00:00+00,2004,November,Sunday,4,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.51038627,43.72477325,469
-8860228.106,5425152.617,170,GO-2004696934,2004/11/15 05:00:00+00,2004,November,Monday,17,Afternoon,D23,0,1,1,West Humber-Clairville (1),-79.59278328,43.73908012,470
-8854707.175,5412954.602,171,GO-2004710040,2004/11/15 05:00:00+00,2004,November,Monday,19,Evening,D22,0,0,14,Islington-City Centre West (14),-79.54318792,43.65985913,471
-8859449.422,5426985.908,172,GO-2004715205,2004/11/16 05:00:00+00,2004,November,Tuesday,0,Night,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58578825,43.75097753,472
-8849134.305,5414561.356,173,GO-2004431138,2004/11/21 05:00:00+00,2004,November,Sunday,20,Evening,D12,0,2,111,Rockcliffe-Smythe (111),-79.49312597,43.67030031,473
-8857950.937,5422743.067,174,GO-2004696937,2004/11/25 05:00:00+00,2004,November,Thursday,1,Night,D23,0,1,1,West Humber-Clairville (1),-79.57232713,43.7234394,474
-8841975.722,5409692.085,175,GO-2004741422,2004/11/27 05:00:00+00,2004,November,Saturday,0,Night,D14,0,1,85,South Parkdale (85),-79.42881933,43.63865271,475
-8850856.281,5422354.45,176,GO-2004734100,2004/11/28 05:00:00+00,2004,November,Sunday,17,Afternoon,D31,0,2,26,Downsview-Roding-CFB (26),-79.50859475,43.72091645,476
